How to Lose Friends & Alienate People

REVERSE	A YOUNG BOY sits watching the film, his clothes and the room around him telling us this is England in the 1960s. He is staring raptly at the actress.
JOURNALIST	Look, we don't hate celebrities at the Post-Modern Review, okay? We just don't think they should be taking themselves so seriously. For us a celebrity is a text to be deconstructed. Apart from Costner obviously.
THIN MAN	I wouldn't do this the honour of calling it a review. It's a puerile, personal attack in, in alcoholic prose, in which incidentally you manage to misquote both Derrida and Lyotard. I am a...
LARGE WOMAN	Girl.
THIN MAN	...an internationally respected academic and...
LARGE WOMAN	Prick.
THIN MAN	...author of a very well received book on the history of culture and a...
LARGE WOMAN	Fuckwit.
SIDNEY	(threading his way past) Couldn't one of you answer the phone?
SIDNEY	Will you answer that? What do I pay you for?
YOUNG MAN	You don't pay me.
SIDNEY	Just get the phone!
YOUNG MAN	Post-Modern Review.
THIN MAN	Sidney, if she doesn't apologise I'm quitting.
SIDNEY	(to the Large Woman) George can't leave. You'll have to apologise.
LARGE WOMAN	Why can't George leave?
SIDNEY	He owns the fax machine.
SIDNEY	What?
YOUNG MAN	It's Sharps Magazine.
SIDNEY	We're not finished.
YOUNG MAN	They sue, we're finished.
SIDNEY	Shut up. (To the others) Will you be quiet!
SIDNEY	Sidney Young.
VOICED)	This is Clayton Harding. I'm the editor of Sharps Magazine.
SIDNEY	Ah, Lord Vader.
CLAYTON HARDING	I saw you at my party, just before you ruined it with your little pig stunt. You liked that?
CLAYTON HARDING	Sure. On his desk we see a few copies the Post-Modern Review - glimpses of stars on the covers - Catherine Zeta-Jones, Orlando Bloom... Clayton's hand sifts one copy from the others and holds it up - the cover depicts CLAYTON HIMSELF - patrician handsome, stern, photo-shopped so that he appears to be NAKED. A headline reads "Clayton Harding - The Editor's New Clothes? Clayton's shoulder's heave with a snort of repressed laughter.
SIDNEY	We're not scared of you, Harding. You want to sue, go ahead and sue. It's like Jimmy Stewart said, (a poor Stewart impersonation:)"You sit up there and you spin your little webs and you think the whole world revolves around you and your money. Well, it doesn't, Mr... Mr...
CLAYTON HARDING	Potter. "Mr. Potter..."You go ahead and sue if you want, but I warn you, if you strike me down, I shall become more powerful than you can possibly imagine. An ASSISTANT walks in. Clayton looks up.
ASSISTANT	Miss Taylor is here sir. Clayton nods and quickly throws the magazines into a BOTTOM DRAWER of the desk. Sidney is still talking over the phone, beginning to enjoy himself.
CLAYTON HARDING	I want you to come and work for me at Sharps Magazine in New York.
STAFF	Fight, fight, fight...
SIDNEY	Um...could you say that again please? We hear the sound of an aeroplane engine build as we...
MRS KOWALSKI	This magazine you are working for? It is good?
SIDNEY	It's Sharps Magazine. You know Sharps? It's sort of society, fashion, crime, finance, Hollywood celebrities...
MRS KOWALSKI	Hollywood. Sodom and Gomorrah. Now everybody is celebrity. You take out your breasts, you are celebrity.
SIDNEY	(eyeing her chest
DOUBTFULLY)	Well, I think it depends on the breasts but...
MRS KOWALSKI	In Poland, someone was famous because they had done something...Marie Curie...Pope John Paul...
SIDNEY	Yeah, they don't make entertainers like that any more... Mrs Kowalski cuffs the back of his head. Sidney is somewhat surprised by this familiarity, having only just met the lady. She opens an apartment door.
MRS KOWALSKI	They brought your things yesterday.
SIDNEY	Yup, this is good. This is...I can put my drum kit just over there and, uh... She stares at him.
SIDNEY	That's a...that's just a joke. They're just little...congas.
MRS KOWALSKI	When do you start work?
SIDNEY	Tomorrow morning.
MRS KOWALSKI	Well, you need to be fresh, make a good impression.(Leaving) Go to bed.
SIDNEY	Just what I'm going to do...
SEXY WOMAN	A Kona please.
SIDNEY	(raising his glass) Hi, my name's Clark. Clark Baxter.
SIDNEY	What the hell's that?
BARMAN	That's a water sir.
SIDNEY	Well that's...that's not right, is it? That's not...put a dash of beer in that.
ALISON	I'm sorry, my boyfriend's sitting there.
SIDNEY	Is he? He's fucking small isn't he?
ALISON	That's his White Russian. He'll be here in a second.
SIDNEY	Can you reserve these seats?
BARMAN	Nope.
SIDNEY	I'm a journalist. Work for a little periodical you might have heard of called Sharps Magazine?
SIDNEY	I'm the Cultural Editor.
ALISON	(to Sexy Woman) This is a library card. (Reading it) From Glow-cester...
SIDNEY	(snatching it back) That's...not that one... (Searching wallet) I've got it somewhere...I just...
SIDNEY	Happy now?
ALISON	Just doing my bit for the gene pool.
SIDNEY	Who's that there with Clint Eastwood?
ALISON	Morgan Freeman?
SIDNEY	No, in the headlock.
ALISON	You had this laminated?
SIDNEY	Oh just give it...
ALISON	Shit!
SIDNEY	It's okay. It's okay. I've got it.
ALISON	Just...just leave it!
SIDNEY	Sorry.
SIDNEY	It's pronounced Gloucester by the way.
ALISON	Are you going to get off that seat?
SIDNEY	No.
ALISON	Do you know the meaning of Karma?
SIDNEY	The curry?
ALISON	(inscribing a circle in
THE AIR )	What goes around, comes around. The moment is approaching when you will pay the price for being an asshole. When my boyfriend gets here I'm going to put my pacifist leanings to one side and encourage him to take you outside and...
ALISON	Hello? Hi, honey.(Beat) Oh. (Beat) no, no, it's...don't worry about it. I'll see you then.
SIDNEY	Boyfriend not coming?
SIDNEY	Listen, I'm sorry. Do you think...? She turns to him.
SIDNEY	Do you think I could have his drink? Alison gives him a cold smile, controlling her temper. She spots a heavily made-up WOMAN walking past.
ALISON	Bobbie?
WOMAN	Hey!
ALISON	You want a seat? I'm just leaving.
WOMAN	Thanks. The Woman takes Alison's place at the bar.
SIDNEY	(to the newcomer) Hello. He slides the PHOTOGRAPH over to her.
SIDNEY	Guess who that is with Clint Eastwood. Alison gives a small smile and leaves.
WOMAN	I'm gonna powder my nose. Why don't you put on something a little more romantic? She staggers off down the hall. Sidney, giddy with excitement, searches through some LPs and puts one on his old turntable. It's Ace of Spades by Motorhead. He staggers around, playing air-guitar for a moment.
SIDNEY	Mrs Lebowski...
MRS KOWALSKI	Kowalski. You know what time it is? The music blaring, your door open...
SIDNEY	(trying to seem sober) Was it? Fuck. I mean, shit. Sorry. I just...met an old friend and brought them back... The Woman staggers back into the room, her back to us. She is NAKED. She is also surprisingly muscular.
SIDNEY	...for a little... He notices the woman. His gaze drops to below the waist.
SIDNEY	...penis. Mrs Kowalski turns and takes in the view. Nobody moves.
SIDNEY	You can do this! You can do this! He hums the fanfare from the Rocky theme.
SIDNEY	Quick coffee Bob and then you've got to go.
CLAYTON HARDING	What the fuck are you wearing?
SIDNEY	You like it? I brought you one.
CLAYTON HARDING	Thanks.
SIDNEY	Good. Thanks for the business class tickets, Clay.
CLAYTON HARDING	That was a mistake. And don't call me Clay.
SIDNEY	Oh. Well, if it's any consolation I got downgraded anyway.
CLAYTON HARDING	That is some consolation.
SIDNEY	Ha! That was just a little, uh... as it happens I'm a big fan of your earlier, funnier work. Snipe Magazine that was...that was really good.
SIDNEY	Yeah, you've...you've actually been a big influence on me and I really think together we can inject a bit of that Snipe spirit into this magazine. Now I've got a few ideas that I'd like to...
CLAYTON HARDING	You think you've arrived, doncha? Well I hate to break it to you, but you're only in the first room. It's not nothing, don't get me wrong, but there are plenty of people in this town who never made it past the first room. After a year or so, maybe longer, you'll discover a secret doorway at the back of the first room that leads to the second. Eventually, if you're lucky, you'll discover another doorway back of the second room that leads to the third.
SIDNEY	So...if I make it to the Seventh Room - will I become a true Jedi Knight?
CLAYTON HARDING	Which brings us to the subject of your sense of humour. I had a look through your "magazine" here.
SIDNEY	What'd you think?
CLAYTON HARDING	Oh, I thought it was...kinda snarky. And bitter. And... witless.
LAWRENCE MADDOX	(glancing at Sidney's
CLOTHES)	Well, Sidney. We've only just met but already I perceive I am in the presence of a rare comic sensibility.
SIDNEY	Thanks.
LAWRENCE MADDOX	I know your Hi-jinx gave you a certain notoriety back in Olde England but things are going to be a bit different here. Harding wants me to be your Rabbi, show you the ropes. Are you aware of what we do at I Spy?
SIDNEY	You photograph famous people when they're drunk?
LAWRENCE MADDOX	I Spy is the nation's window onto High Society. The Looky-Loos read us because...well, They Weren't There. The Glitterati read us because we tell them They Were There. For this system to work we have to know where There is.
SIDNEY	So...when we go out to clubs and things...would that, would that be on expenses or...?
LAWRENCE MADDOX	This isn't a vacation. It's a vocation.
SIDNEY	Okay. What do you mean by suitable?
LAWRENCE MADDOX	Something that covers all of this up.
SIDNEY	Is that Mussolini?
LAWRENCE MADDOX	(Beat.) ) No, Sidney, that's Richard Heywood. The owner of this magazine.
SIDNEY	Oh. Looks a little like, uh...(pointing to the child in the photograph, smiling) Who's this funny looking kid? Is that his son?
LAWRENCE MADDOX	That's his daughter, Elizabeth; now my wife.
SIDNEY	Really? Well, she's very...isn't she? Really, very...
LAWRENCE MADDOX	Miss Olsen here takes care of the gallery openings, book launches and other intellectual fare. Can you find our new rookie something to do?
ALISON	I hear the Cultural Editor's job is up for grabs?
SIDNEY	Listen, seeing as how I'm going to be sitting just over there, don't you think we should try and put last night behind us?
ALISON	No. Get off my desk.
SIDNEY	I'm not sure what I'm supposed to be doing. (Beat) Are you going to help me out?
ALISON	Okay. Which way did you come in? Sidney stares at her. Alison takes some contact sheets from her desk and shoves them at him.
ALISON	Chris Blick exhibition opening. Caption it. Now get off my desk. One of the magazines gorgeous Fashionistas - INGRID - walks past.
INGRID	Hi!
ALISON	Hi, Ingrid. Ingrid stares at Sidney's outfit, thrown.
SIDNEY	(a wolfish smile) You going to introduce me?
ALISON	This is Clark Baxter. (Noticing Ingrid's gaze) He's English.
INGRID	(That explains it) Ohh...right.
SIDNEY	Actually it's Sidney. Sidney Young. Clark Baxter is my alias.
INGRID	Why do you have an alias?
ALISON	He uses it when he's trying to pick up transsexuals.
INGRID	Nice to meet you. She walks on.
SIDNEY	I take it you knew about Bob and didn't tell me? Alison inscribes a circle in the air with her finger without looking up.
SIDNEY	Hello, is that the Parsons Gallery?
SIDNEY	This is Sidney Young from Sharps Magazine? We're running some photographs from your opening of the Chris Blick exhibition, and I just need to caption them. I was wondering if you could help me identify some of the people?
WOMAN'S VOICE	All right.
SIDNEY	Thanks. So...Chris Blick. Man or woman?
SIDNEY	Is Chris Blick a man or woman? Are you sure you're calling from Sharps magazine?
SIDNEY	Yes, I am. Tell me Stanley, why have they given you this assignment if you don't know who one of the most famous artists in America is?
SIDNEY	I...I don't really know. He's a man.
SIDNEY	Okay. Is he an old man? He's an older man, yes.
SIDNEY	(staring at a
PHOTOGRAPH)	Okay, I've got two old men here - so is he the fat one? You do realize that Clayton Harding is a personal friend of mine?
SIDNEY	What's that got to do with anything?
SIDNEY	Is he the one with the wonky eye?
SIDNEY	It's fashion sensitive. If you're not wearing Prada it'll take your arm clean off. Anna stares at this strange man with the burger, baffled.
ANNA	But I am wearing Prada. The lift stops and she gets out. Alison gets in, sees Sidney and winces. She takes out a book and pretends to read. The lift begins to rise again. Through it's glass doors we see the different floors passing, different publications - each a hive of sober, hard work. Sidney stares at them.
SIDNEY	This isn't what I expected. Alison recoils slightly.
ALISON	What did you expect?
SIDNEY	I don't know. The Algonquin circle. Dorothy Parker. Martinis. Quips. Look at them. Not one of them is drunk.
ALISON	It's called being a professional. You should try it some time.
SIDNEY	There's something you should understand. I'm not really one of you.
ALISON	By "you" do you mean "human?"
SIDNEY	I mean the glossy posse. Bunch of Zombies, writing about "Pets of the Stars" but acting like they're working for the UN. I'm here to shake things up a bit. Where are you from?
ALISON	Not that it's any of your business, but I'm from Port Huron, Michigan.
SIDNEY	Right. Small town girl. (Hannibal Lector impersonation) I bet you could only dream of getting out. Getting anywhere - yes, Clarice? Getting all the way - to the N...Y...C. (Dropping the impersonation) Take my advice, don't go taking this celebrity fluff seriously. For a moment Alison is speechless with anger.
ALISON	You...you...arrogant... The lift stops and a TALL WOMAN enters. She is expensively dressed, wears Chanel dark glasses, an expression of granite and an air of superhuman froideur. Alison exchanges the slightest of nods with her and stares tensely ahead. Only Sidney, busy chewing, is oblivious to the plunge in temperature. For a moment there is only the soft whir of the lift. Then Sidney begins to choke on some burger. He wheezes for a moment, gagging. The Woman stiffens slightly but shows no other sign of having noticed the revolting noises coming from behind her. Alison closes her eyes. Sidney gives a violent cough and a chunk of chewed burger and coleslaw flies out of his mouth and lands on the back of the oblivious Woman's Prada jacket. Sidney notices and raises a tentative hand to brush the offending item away. Before he can move Alison silently takes his wrist in a vice-like grip.
ALISON	Are you insane? That was Lawrence's wife, Elizabeth! Her father owns Sharps!
SIDNEY	That was her? The Mussolini baby?
SIDNEY	I could go back and tell her I'm...
ALISON	No! Listen to me - you do NOT approach Elizabeth Maddox, you do NOT talk to her! Don't even make eye-contact with her? Do you understand?
SIDNEY	Am I supposed to be afraid?
ALISON	Yes.
SIDNEY	I don't know the meaning of the word fear.
ALISON	I'm sure there are many words you don't know the meaning of!
ALISON	When I think of all the people who would kill to be where you are. And you lumber in here, spitting food, haven't got the brains God gave a mollusc...why  did Clayton hire you?
SIDNEY	Snipe Magazine.
ALISON	What?
SIDNEY	When Clayton left college he started this little magazine called Snipe. Fantastic. Took aim at every self-important celebrity in town. Completely fearless. It was like my magazine but twenty years earlier.
SIDNEY	That's why he's hired me. I am the young Clayton Harding. He looks at me and sees his glory days.
ALISON	His glory days? Sharps has won fourteen National Magazine awards and increased its advertising pages by more than 60 percent since he took over. He's paid millions of dollars a year. He  lives in a Bank Street townhouse, and weekends in the Hamptons. Clayton Harding is one of the lynchpins of the media-industrial complex. Sidney stops to examine his reflection in a window.
SIDNEY	Yeah, but don't worry. I think I might still be in time to save him.
SIDNEY	There's a couple of hundred grands worth of food here and I swear I'm the only person eating it. You want some? Alison recoils. Sidney does a little nerdy dance to the music as he eats.
SIDNEY	This place is amazing. It's wall to wall totty.
ALISON	Wall to wall what?
SIDNEY	Totty. Babes. Sexually attractive women.
ALISON	Do you mind?
SIDNEY	What? Maddox joins them. A man passes, nods respectfully at Maddox.
SIDNEY	Look at that. All night people have been treating us like we're royalty. In London, the journalist's motto is "Everybody hates us and we don't care."
LAWRENCE MADDOX	Well, now you're one of the High Priests of what's Hot and what's Not. So what were you two talking about?
ALISON	Sidney was just marvelling at the abundance of "Totty" here.
LAWRENCE MADDOX	Uh-oh. I don't think Miss Olsen approves of you, Sidney.
SIDNEY	I shouldn't be here. I get thrown out of places like this.
LAWRENCE MADDOX	This? This is a McDonald's. I hate disease parties. (Off Sidney's puzzled look) Fund- raisers.
WOMAN	Lawrence Maddox? Oh my goodness... Long time.
WOMAN	Rachel!
LAWRENCE MADDOX	Rachel. How are you?
RACHEL	Well, I'm just wonderful. Wonderful. How are you?
RACHEL	Funny I should run into you. I've just done this great little film called Five Boroughs and it's you know, low-budget, first-time director but very, uh, moving and... Hey, maybe you could do a little...?
LAWRENCE MADDOX	Angelo, good to see you. Rachel hovers for a moment, embarrassed by her abrupt dismissal then slips away. Sidney watches her go, feeling for her.
SIDNEY	You know that was Rachel Petkoff?  She's a fantastic actress. Hasn't done anything for years, but, in her day...
LAWRENCE MADDOX	I'm sure.
SIDNEY	Seriously, I've heard about that film. I think she's going to make a come back. We should get there first, do a profile or something before everyone else... Maddox isn't listening. Instead he greets a fat, angry- looking VERY YOUNG MAN. This is VINCENT LEPAK, wearing his customary SHADES.
LAWRENCE MADDOX	Vincent! Great to see you. Children, I'd like to introduce you to Vincent Lepak, enfant  terrible and in, my opinion, the  most exciting new director in  American cinema.  Vincent nods, frowning, looks around.
VINCENT	I think this is the worst fundraiser I've been to in my whole life.
LAWRENCE MADDOX	It's a rat fuck, isn't it? Sidney walks away.
SIDNEY	Excuse me? Aren't you Rachel  Petkoff?
SIDNEY	This is sort of embarrassing but...
SIDNEY	Could I have your autograph?
SIDNEY	I'm a big fan.
RACHEL	Is that so?
SIDNEY	Absolutely. I must have seen everything you've been in. Those episodes of The Love Boat and the Bionic Woman? The Song Birds, In The Night...I've even seen your first ever TV appearance. The Twilight Zone - House of Mirrors. Right?
RACHEL	Right...
SIDNEY	My all time favorite? A Day Too Long. (He means it) You were really great in that.
RACHEL	What's your name, honey?
SIDNEY	Sidney Young.
RACHEL	Sidney Young. I'll remember that.
VINCENT	You look around and it's all shit. No-one is making movies that are fucking worthwhile.
LAWRENCE MADDOX	I'd have to disagree with you, Vincent. Vincent looks at him, displeased.
VINCENT	This is what I'm saying. You have to inspire yourself. I am my role- model. I want to be me... He stares angrily around, handing his empty glass to his waiting assistant who immediately replaces it with a full one from a passing tray. Sidney watches him with dislike.
SIDNEY	Greatest film ever made?
VINCENT	Excuse me?
SIDNEY	What's the greatest film ever made? (To Alison) Go on. Have a guess.
ALISON	Well, that's...I don't think there is one single film that...
SIDNEY	Have a guess.
VINCENT	Yeah, have a guess - what is the greatest film ever made?
ALISON	I don't, uh...well personally I love La Dolce Vita but...
SIDNEY	Incorrect. Con Air.
ALISON	I beg your pardon?
SIDNEY	Uhuh, Con Air. It's got everything. Malkovich for your acting chops, Nicky Cage for action, Buscemi for comedy, John Cusack for the Gays. It's a smorgasbord.
WOMAN	I don't think we've been introduced?
LAWRENCE MADDOX	Mister Young, this is Eleanor Johnson, Queen of New York. Eleanor this is Sidney Young. He's from England and he's our very own Idiot Savant. Without the Savant.
ELEANOR JOHNSON	Well, it's always nice to have fresh blood at these things. (To Maddox) Which reminds me, I'm here with Sophie Maes, I want you to meet her. New film, The Suffragette coming out, the buzz is A-mazing. The release is tied in with the roll-out of the Reebok campaign, and now Louis Vuitton's on the line. This train is leaving the station Lawrence.
SIDNEY	So, you're a publicist?
ELEANOR JOHNSON	I don't really like that word, Sidney.
SIDNEY	What should I call you?
ELEANOR JOHNSON	You can call me Eleanor. She stares past him, across the pool.
LAWRENCE MADDOX	Oh, this one will go far.
ELEANOR JOHNSON	(on cell phone) Where's the car? What's it doing at the back? Forget what I said. I want the car at the front. Now. Sidney finds himself walking alongside Sophie and Maddox, trying not to stare at Sophie's breasts.
SOPHIE MAES	...I just think it's terrible the way we're still exploiting animals. That's why, you know, I won't wear fur or leather, I won't wear make-up, I'm vegetarian.
SIDNEY	I'm with you...
SIDNEY	I won't eat anything with, you know, eyebrows.
SIDNEY	Or if it can chuckle. I won't eat animals that can chuckle.
SOPHIE	I'm sorry, I can't understand your accent?
SIDNEY	Nothing, just, uh...So you're an actress? Have I seen you in anything?
SOPHIE MAES	I don't know. Have you?
SIDNEY	No. (Trying again) So you haven't won any Oscars yet?
SOPHIE MAES	No.
SIDNEY	Because I would certainly vote for you for best supporting dress! Huh, huh, huh....
SOPHIE MAES
(STRUGGLING TO
UNDERSTAND HIM)	I haven't been nominated for anything.
SIDNEY	No, I'm just...I'm saying you look...
ELEANOR JOHNSON	Are you ready dear?
LAWRENCE MADDOX	We're going on to the Circle Club. I'll see you tomorrow.
ALISON	Okay. Good night. Maddox slips his jacket around Sophie's shoulders.
SOPHIE	Aren't you cold?
LAWRENCE MADDOX	I'm from Canada, land of ice and snow. They get into the car. Sidney tries to follow them.
SIDNEY	Budge up.
LAWRENCE MADDOX	Where are you going?
SIDNEY	I'm coming to the club.
LAWRENCE MADDOX	Sorry, you're not on the list. A small CHIHUAHUA - CUBA - on Sophie's lap snarls at Sidney.
SIDNEY	That's... that turns my stomach. Pawing her like that. He's old enough to be her father.
ALISON	No he isn't.
SIDNEY	Yes he is. I started producing sperm when I was thirteen, so you know, technically...
ALISON	For your information he wasn't pawing her! He was just doing his job! In case you haven't noticed Sharps has to have a star on the cover every month. And most of those stars are clients of Eleanor's. So do not piss her off.
SIDNEY	She's a flak. Hacks don't take orders from flaks. And I don't think you can call that "doing his job." The man had no blood left in his upper body...
ALISON	Will you...? Oh, and next time you want to do the hilariously ironic I love Con Air skit would you mind...?
SIDNEY	I wasn't being ironic...
ALISON	...would you mind not involving me, especially in the presence of Vincent Lepak who happens to be very important.
SIDNEY	Yeah, I could tell by the way he was allowed to stay up past his bed time.
SIDNEY	Do you think she'd go out with me?
ALISON	Who?
SIDNEY	Sophie Maes. You think she'll go out with me?
ALISON	No. Girls like Sophie don't date journalists. As far as she's concerned, you're the help.
SIDNEY	What do you know? A lot of these starlets are lonely. They spend their time looking for a man. Alison starts to walk away.
ALISON	This is New York, Sidney. Women only date men who are successful...
SIDNEY	I'm going to be successful.
ALISON	(as she goes) ...and tall.
SIDNEY	Have you seen this? She's everywhere. An ASSISTANT walks over with a MUFFIN BASKET for Maddox.
ASSISTANT	From Sophie Maes.
LAWRENCE MADDOX	(reading the card) "Thanks for a great night." What a sweet kid. Oh, Sidney, about last night - word of advice. Don't talk to the celebrities, okay? Sophie said you made her feel uncomfortable. He walks off with a slight smirk. Sidney glowers after him.
LAWRENCE MADDOX	...so Brad's people finally got back to me and they've agreed. We've got the whole afternoon, before the shoot. People clap. Harding nods approvingly.
CLAYTON HARDING	Good work Lawrence. Okay, well, if that's it for... He starts to get up.
SIDNEY	So, I was thinking, Clay... Clayton, pauses, frowning. Sidney turns to the room, cocksure.
SIDNEY	Paris Hilton. I do a profile on her as if she's this complete recluse, this hermit...(laughing) I try and track her down and, you know, "Who is the elusive Paris Hilton and why is she so publicity shy?" He laughs for a moment. No one joins in.
CLAYTON HARDING	That's first room stuff, Sidney. And call me Clay one more time and see what happens. Harding stalks out of the room. Blushing, Sidney stares after him, nodding vaguely. As he gathers his notebook he becomes aware of the smirks on the faces of Maddox and the others as they leave.
VICKY	No, I'd love these but I'm so fat I couldn't...
INGRID	Get out of here!
ANNA	You look totally rexy.
INGRID	Alice? Alison hides her irritation with a smile.
ALISON	Alison.
INGRID	Tell Vicky she looks rexy.
ALISON	Rexy?
INGRID	Anorexic.
ALISON	Well...you do look like you could do with a few more pounds.
VICKY	Oh god, that's so sweet.
INGRID	By the way, post-shoot clear out. Got some Gucci pants here that are way too big for us. You wanna try?
ALISON	(another tight smile) No, thanks.
ALISON	I don't mean to be rude Sidney but...what the fuck do you want?
SIDNEY	Listen, you know how things work around here. How am I going to get something in the magazine?
ALISON	I thought all this "fluff" was beneath you?
SIDNEY	It is but...things have changed.
ALISON	What's changed?
SIDNEY	Look, I know people think I'm a bit of an idiot and maybe I haven't started off too well here, but I want...I want...
SIDNEY	...I want to have sex with Sophie Maes. (Beat) Before Maddox does.
ALISON	You're loathsome, you know that?
SIDNEY	I know he's got a head start on me but I'm going to win her back. Once I get my hooks into a girl, they never get free.
ALISON	Like ring-worm.
SIDNEY	The gloves are coming off. We hear the opening of Brigitte Bardot's Moi Je Joue as we...
SIDNEY	Okay. Celebrity Trash Cans. The contents of celebrity trash cans are revealed and readers have gotta guess who the trash belongs to... Five bottles of Jack Daniels, a court order, and a copy of Mein Kampf? Mel Gibson!
CLAYTON HARDING	(getting out the lift) First Room, Sidney. First room.
SIDNEY	(pointing at the snap) Guess who that is with Clint Eastwood?
MODEL	Morgan Freeman?
SIDNEY	No, not...why's everyone say...? There! In the head-lock!
SIDNEY	It's a Shag Tree. It illustrates all of the sexual pairings of Hollywood's top stars and how they interconnect... From under the door slides a piece of paper on which is written First Room. We hear a TOILET FLUSH.
CLAYTON HARDING	If I give you an interview will ya leave me the fuck alone? Sidney smiles. The song ends.
NATHAN LANE	Nathan Lane. Nice to meet you.
SIDNEY	Great to meet you Nathan. I'm a big fan. I love that rat thing you played in The Lion King.
NATHAN LANE	Actually he's a meer cat.
SIDNEY	(absently, checking his
NOTES)	Uhuh... Now, I've been doing some research and I think you're probably quite a private man. Am I right?
NATHAN LANE	Well...
SIDNEY	Which is fine, but today, I think it would be great to get behind the mask.
NATHAN LANE	Uh, I don't think there really is a mask as such, and I don't wanna be a pain, but what I really wanna talk about is the new play, keep it about the work, you know? Is that okay?
SIDNEY	Absolutely. Of course. So, first question - are you Jewish? Nathan stares at Sidney.
NATHAN LANE	I don't see what the relevance of that is.
SIDNEY	Okay. Next question. The rat thing - that's gotta be Disney's first gay animal, right? So, I was wondering - are you a homosexual? Beat. Nathan looks like he might hit Sidney.
CLAYTON HARDING	What did I say to you?
SIDNEY	What...?
CLAYTON HARDING	What did I say to you?
SIDNEY	I just...
CLAYTON HARDING	What did I say to you?
SIDNEY	Don't upset anyone.
CLAYTON HARDING	Don't upset anyone.
SIDNEY	I was just trying to...probe.
CLAYTON HARDING	You wanna probe become a proctologist, okay? You can't ask musical comedy stars whether they're Jewish or gay. From now on just assume they're all Jewish and all gay, okay?
SIDNEY	I'd like to apply for an American Express card please? (Beat) Hon. Sidney Young. (Beat) As in Honourable. H-O-N. (Beat)It's a British title. Across the desk Alison watches him with contempt.
